nom_crise;type_crise;pays;latitude;longitude;intensite;date;population_touchee;accessibilite;description;en_cours;date_fin;source
Tsunami USA SEMIDI ISLANDS, AK;Tsunami;USA;55.543;-156.835;;04/09/1989;;;location : SEMIDI ISLANDS, AK;False;04/09/1989;
Tsunami USA N. CALIFORNIA;Tsunami;USA;37.036;-121.883;;18/10/1989;;;location : N. CALIFORNIA;False;18/10/1989;
Tsunami JAPAN N. HONSHU ISLAND;Tsunami;JAPAN;39.571;143.333;;29/10/1989;;;location : N. HONSHU ISLAND;False;29/10/1989;
Tsunami ALGERIA ALGIERS, CHERCHELL, TIPAZA;Tsunami;ALGERIA;36.788;2.448;;29/10/1989;;;location : ALGIERS, CHERCHELL, TIPAZA;False;29/10/1989;
Tsunami JAPAN JAPAN;Tsunami;JAPAN;39.837;142.76;;01/11/1989;;;location : JAPAN;False;01/11/1989;
Tsunami PHILIPPINES PHILIPPINES;Tsunami;PHILIPPINES;9.755;124.694;;08/02/1990;;;location : PHILIPPINES;False;08/02/1990;
Tsunami JAPAN JAPAN;Tsunami;JAPAN;34.706;139.252;;20/02/1990;;;location : JAPAN;False;20/02/1990;
Tsunami COSTA RICA COSTA RICA;Tsunami;COSTA RICA;9.907;-84.753;;25/03/1990;;;location : COSTA RICA;False;25/03/1990;
Tsunami USA TERRITORY MARIANA TRENCH, N. MARIANA ISLANDS;Tsunami;USA TERRITORY;15.125;147.596;;05/04/1990;;;location : MARIANA TRENCH, N. MARIANA ISLANDS;False;05/04/1990;
Tsunami IRAN CASPIAN SEA;Tsunami;IRAN;36.957;49.409;;20/06/1990;;;location : CASPIAN SEA;False;20/06/1990;
Tsunami PHILIPPINES W. LUZON ISLAND;Tsunami;PHILIPPINES;15.679;121.172;;16/07/1990;;;location : W. LUZON ISLAND;False;16/07/1990;
Tsunami JAPAN W. OF BONIN ISLANDS, IZU IS., JAPAN;Tsunami;JAPAN;33.267;138.643;;23/09/1990;;;location : W. OF BONIN ISLANDS, IZU IS., JAPAN;False;23/09/1990;
Tsunami ITALY EASTERN SICILY;Tsunami;ITALY;37.3;15.438;;13/12/1990;;;location : EASTERN SICILY;False;13/12/1990;
Tsunami TAIWAN TAIWAN;Tsunami;TAIWAN;23.722;121.627;;13/12/1990;;;location : TAIWAN;False;13/12/1990;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-9.929;159.139;;09/02/1991;;;location : SOLOMON ISLANDS;False;09/02/1991;
Tsunami RUSSIA N. KURIL ISLANDS;Tsunami;RUSSIA;48.268;154.328;;16/02/1991;;;location : N. KURIL ISLANDS;False;16/02/1991;
Tsunami USA BERING SEA, AK;Tsunami;USA;58.427;-175.45;;21/02/1991;;;location : BERING SEA, AK;False;21/02/1991;
Tsunami COSTA RICA LIMON, PANDORA;Tsunami;COSTA RICA;9.685;-83.073;;22/04/1991;;;location : LIMON, PANDORA;False;22/04/1991;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-9.094;158.442;;14/10/1991;;;location : SOLOMON ISLANDS;False;14/10/1991;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;45.533;151.021;;22/12/1991;;;location : S. KURIL ISLANDS;False;22/12/1991;
Tsunami USA CAPE MENDOCINO, N. CALIFORNIA;Tsunami;USA;40.368;-124.316;;25/04/1992;;;location : CAPE MENDOCINO, N. CALIFORNIA;False;25/04/1992;
Tsunami PHILIPPINES PHILIPPINES;Tsunami;PHILIPPINES;7.191;126.762;;17/05/1992;;;location : PHILIPPINES;False;17/05/1992;
Tsunami SOLOMON ISLANDS SANTA CRUZ ISLANDS;Tsunami;SOLOMON ISLANDS;-11.122;165.239;;27/05/1992;;;location : SANTA CRUZ ISLANDS;False;27/05/1992;
Tsunami JAPAN HONSHU ISLAND;Tsunami;JAPAN;39.419;143.33;;18/07/1992;;;location : HONSHU ISLAND;False;18/07/1992;
Tsunami JAPAN HONSHU;Tsunami;JAPAN;32.536;141.641;;11/08/1992;;;location : HONSHU;False;11/08/1992;
Tsunami NICARAGUA NICARAGUA;Tsunami;NICARAGUA;11.5;-87.609;;02/09/1992;;;location : NICARAGUA;False;02/09/1992;
Tsunami GREECE CORINTH GULF;Tsunami;GREECE;38.364;22.596;;18/11/1992;;;location : CORINTH GULF;False;18/11/1992;
Tsunami INDONESIA FLORES SEA;Tsunami;INDONESIA;-8.48;121.896;;12/12/1992;;;location : FLORES SEA;False;12/12/1992;
Tsunami JAPAN HONSHU ISLAND;Tsunami;JAPAN;37.634;137.245;;07/02/1993;;;location : HONSHU ISLAND;False;07/02/1993;
Tsunami WALLIS AND FUTUNA (FRENCH TERRITORY) FUTUNA;Tsunami;WALLIS AND FUTUNA (FRENCH TERRITORY);-14.385;-178.252;;12/03/1993;;;location : FUTUNA;False;12/03/1993;
Tsunami RUSSIA KAMCHATKA;Tsunami;RUSSIA;51.218;157.829;;08/06/1993;;;location : KAMCHATKA;False;08/06/1993;
Tsunami NEW ZEALAND KERMADEC ISLANDS;Tsunami;NEW ZEALAND;-28.886;-176.819;;18/06/1993;;;location : KERMADEC ISLANDS;False;18/06/1993;
Tsunami JAPAN SEA OF JAPAN;Tsunami;JAPAN;42.851;139.197;;12/07/1993;;;location : SEA OF JAPAN;False;12/07/1993;
Tsunami JAPAN JAPAN;Tsunami;JAPAN;41.985;139.839;;07/08/1993;;;location : JAPAN;False;07/08/1993;
Tsunami USA TERRITORY GUAM, MARIANA ISLANDS;Tsunami;USA TERRITORY;12.982;144.801;;08/08/1993;;;location : GUAM, MARIANA ISLANDS;False;08/08/1993;
Tsunami RUSSIA KAMCHATKA;Tsunami;RUSSIA;51.934;158.647;;13/11/1993;;;location : KAMCHATKA;False;13/11/1993;
Tsunami USA WEST COAST, USA;Tsunami;USA;34.213;-118.537;;17/01/1994;;;location : WEST COAST, USA;False;17/01/1994;
Tsunami INDONESIA HALMAHERA;Tsunami;INDONESIA;1.015;127.733;;21/01/1994;;;location : HALMAHERA;False;21/01/1994;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-20.553;169.361;;12/02/1994;;;location : VANUATU ISLANDS;False;12/02/1994;
Tsunami INDONESIA SOUTHERN SUMATRA;Tsunami;INDONESIA;-4.967;104.302;;15/02/1994;;;location : SOUTHERN SUMATRA;False;15/02/1994;
Tsunami JAPAN HOKKAIDO ISLAND;Tsunami;JAPAN;40.608;143.683;;08/04/1994;;;location : HOKKAIDO ISLAND;False;08/04/1994;
Tsunami TAIWAN TAIWAN;Tsunami;TAIWAN;23.959;122.448;;24/05/1994;;;location : TAIWAN;False;24/05/1994;
Tsunami INDONESIA SOUTH OF JAVA;Tsunami;INDONESIA;-10.477;112.835;;02/06/1994;;;location : SOUTH OF JAVA;False;02/06/1994;
Tsunami INDONESIA SOUTH OF JAVA;Tsunami;INDONESIA;-10.362;112.892;;03/06/1994;;;location : SOUTH OF JAVA;False;03/06/1994;
Tsunami INDONESIA SOUTH OF JAVA;Tsunami;INDONESIA;-10.777;113.366;;04/06/1994;;;location : SOUTH OF JAVA;False;04/06/1994;
Tsunami INDONESIA SOUTH OF JAVA;Tsunami;INDONESIA;-10.341;113.369;;05/06/1994;;;location : SOUTH OF JAVA;False;05/06/1994;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-16.62;167.518;;13/07/1994;;;location : VANUATU ISLANDS;False;13/07/1994;
Tsunami USA N. CALIFORNIA;Tsunami;USA;40.402;-125.68;;01/09/1994;;;location : N. CALIFORNIA;False;01/09/1994;
Tsunami TAIWAN TAIWAN STRAIT;Tsunami;TAIWAN;22.528;118.711;;16/09/1994;;;location : TAIWAN STRAIT;False;16/09/1994;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;43.773;147.321;;04/10/1994;;;location : S. KURIL ISLANDS;False;04/10/1994;
Tsunami INDONESIA HALMAHERA;Tsunami;INDONESIA;-1.258;127.98;;08/10/1994;;;location : HALMAHERA;False;08/10/1994;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;43.905;147.916;;09/10/1994;;;location : S. KURIL ISLANDS;False;09/10/1994;
Tsunami PHILIPPINES PHILIPPINE ISLANDS;Tsunami;PHILIPPINES;13.525;121.067;;14/11/1994;;;location : PHILIPPINE ISLANDS;False;14/11/1994;
Tsunami JAPAN TOHUKU, JAPAN;Tsunami;JAPAN;40.525;143.419;;28/12/1994;;;location : TOHUKU, JAPAN;False;28/12/1994;
Tsunami JAPAN KOBE, JAPAN;Tsunami;JAPAN;34.59;135.069;;16/01/1995;;;location : KOBE, JAPAN;False;16/01/1995;
Tsunami SAMOA SAMOA ISLANDS;Tsunami;SAMOA;-15.199;-173.529;;07/04/1995;;;location : SAMOA ISLANDS;False;07/04/1995;
Tsunami PHILIPPINES SAMAR ISLAND;Tsunami;PHILIPPINES;12.059;125.58;;21/04/1995;;;location : SAMAR ISLAND;False;21/04/1995;
Tsunami PHILIPPINES SAMAR ISLAND;Tsunami;PHILIPPINES;12.047;125.92;;21/04/1995;;;location : SAMAR ISLAND;False;21/04/1995;
Tsunami GREECE GREECE;Tsunami;GREECE;40.149;21.695;;13/05/1995;;;location : GREECE;False;13/05/1995;
Tsunami INDONESIA TIMOR SEA;Tsunami;INDONESIA;-8.452;125.049;;14/05/1995;;;location : TIMOR SEA;False;14/05/1995;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-23.008;169.9;;16/05/1995;;;location : LOYALTY ISLANDS;False;16/05/1995;
Tsunami RUSSIA SAKHALIN ISLAND;Tsunami;RUSSIA;52.629;142.827;;27/05/1995;;;location : SAKHALIN ISLAND;False;27/05/1995;
Tsunami GREECE GULF OF CORINTH: AIYION;Tsunami;GREECE;38.401;22.283;;15/06/1995;;;location : GULF OF CORINTH: AIYION;False;15/06/1995;
Tsunami CHILE NORTHERN CHILE;Tsunami;CHILE;-23.34;-70.294;;30/07/1995;;;location : NORTHERN CHILE;False;30/07/1995;
Tsunami PAPUA NEW GUINEA SOLOMON SEA;Tsunami;PAPUA NEW GUINEA;-5.799;154.178;;16/08/1995;;;location : SOLOMON SEA;False;16/08/1995;
Tsunami MEXICO S. MEXICO;Tsunami;MEXICO;16.779;-98.597;;14/09/1995;;;location : S. MEXICO;False;14/09/1995;
Tsunami MEXICO S. MEXICO;Tsunami;MEXICO;19.055;-104.205;;09/10/1995;;;location : S. MEXICO;False;09/10/1995;
Tsunami JAPAN RYUKYU ISLANDS;Tsunami;JAPAN;27.929;130.175;;18/10/1995;;;location : RYUKYU ISLANDS;False;18/10/1995;
Tsunami JAPAN RYUKYU ISLANDS;Tsunami;JAPAN;28.094;130.148;;19/10/1995;;;location : RYUKYU ISLANDS;False;19/10/1995;
Tsunami CHILE NORTHERN CHILE;Tsunami;CHILE;-28.906;-71.417;;01/11/1995;;;location : NORTHERN CHILE;False;01/11/1995;
Tsunami EGYPT GULF OF ELAT-AQABA;Tsunami;EGYPT;28.826;34.799;;22/11/1995;;;location : GULF OF ELAT-AQABA;False;22/11/1995;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;44.663;149.3;;03/12/1995;;;location : S. KURIL ISLANDS;False;03/12/1995;
Tsunami INDONESIA SULAWESI;Tsunami;INDONESIA;0.729;119.931;;01/01/1996;;;location : SULAWESI;False;01/01/1996;
Tsunami INDONESIA IRIAN JAYA;Tsunami;INDONESIA;-0.891;136.952;;17/02/1996;;;location : IRIAN JAYA;False;17/02/1996;
Tsunami PERU N. PERU;Tsunami;PERU;-9.593;-79.587;;21/02/1996;;;location : N. PERU;False;21/02/1996;
Tsunami MEXICO MEXICO;Tsunami;MEXICO;15.978;-98.07;;25/02/1996;;;location : MEXICO;False;25/02/1996;
Tsunami USA ANDREANOF ISLANDS, AK;Tsunami;USA;51.564;-177.632;;10/06/1996;;;location : ANDREANOF ISLANDS, AK;False;10/06/1996;
Tsunami USA ANDREANOF ISLANDS, AK;Tsunami;USA;51.478;-176.847;;10/06/1996;;;location : ANDREANOF ISLANDS, AK;False;10/06/1996;
Tsunami JAPAN HONSHU ISLAND;Tsunami;JAPAN;31.555;139.931;;04/09/1996;;;location : HONSHU ISLAND;False;04/09/1996;
Tsunami CHILE EASTER ISLAND REGION;Tsunami;CHILE;-22.118;-113.436;;05/09/1996;;;location : EASTER ISLAND REGION;False;05/09/1996;
Tsunami TAIWAN TAIWAN REGION;Tsunami;TAIWAN;21.898;121.498;;05/09/1996;;;location : TAIWAN REGION;False;05/09/1996;
Tsunami JAPAN KYUSHU ISLAND;Tsunami;JAPAN;30.568;131.093;;18/10/1996;;;location : KYUSHU ISLAND;False;18/10/1996;
Tsunami JAPAN KYUSHU ISLAND;Tsunami;JAPAN;31.885;131.468;;19/10/1996;;;location : KYUSHU ISLAND;False;19/10/1996;
Tsunami PERU S. PERU;Tsunami;PERU;-14.993;-75.675;;12/11/1996;;;location : S. PERU;False;12/11/1996;
Tsunami JAPAN SEA OF JAPAN;Tsunami;JAPAN;31.789;131.314;;02/12/1996;;;location : SEA OF JAPAN;False;02/12/1996;
Tsunami SOLOMON ISLANDS SANTA CRUZ IS. VANUATU;Tsunami;SOLOMON ISLANDS;-12.584;166.676;;21/04/1997;;;location : SANTA CRUZ IS. VANUATU;False;21/04/1997;
Tsunami VENEZUELA CARIACO-CUMANA;Tsunami;VENEZUELA;10.598;-63.486;;09/07/1997;;;location : CARIACO-CUMANA;False;09/07/1997;
Tsunami JAPAN S. OF HONSHU ISLAND;Tsunami;JAPAN;31.959;141.878;;30/09/1997;;;location : S. OF HONSHU ISLAND;False;30/09/1997;
Tsunami TONGA TONGA ISLANDS;Tsunami;TONGA;-22.1;-176.77;;14/10/1997;;;location : TONGA ISLANDS;False;14/10/1997;
Tsunami RUSSIA KAMCHATKA;Tsunami;RUSSIA;54.841;162.035;;05/12/1997;;;location : KAMCHATKA;False;05/12/1997;
Tsunami ANTARCTICA BALLENY ISLANDS;Tsunami;ANTARCTICA;-62.877;149.527;;25/03/1998;;;location : BALLENY ISLANDS;False;25/03/1998;
Tsunami TAIWAN TAIWAN:  SOUTHEAST OF;Tsunami;TAIWAN;22.306;125.308;;03/05/1998;;;location : TAIWAN:  SOUTHEAST OF;False;03/05/1998;
Tsunami JAPAN SANRIKU;Tsunami;JAPAN;39.027;143.441;;30/05/1998;;;location : SANRIKU;False;30/05/1998;
Tsunami PAPUA NEW GUINEA PAPUA NEW GUINEA;Tsunami;PAPUA NEW GUINEA;-2.943;142.582;;17/07/1998;;;location : PAPUA NEW GUINEA;False;17/07/1998;
Tsunami INDONESIA TALIABU ISLAND;Tsunami;INDONESIA;-2.071;124.891;;29/11/1998;;;location : TALIABU ISLAND;False;29/11/1998;
Tsunami TURKEY KOCAELI, TURKEY;Tsunami;TURKEY;40.76;29.97;;17/08/1999;;;location : KOCAELI, TURKEY;False;17/08/1999;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-16.423;168.214;;26/11/1999;;;location : VANUATU ISLANDS;False;26/11/1999;
Tsunami PHILIPPINES LUZON ISLAND;Tsunami;PHILIPPINES;15.766;119.74;;11/12/1999;;;location : LUZON ISLAND;False;11/12/1999;
Tsunami GREECE CRETE;Tsunami;GREECE;34.22;25.69;;05/04/2000;;;location : CRETE;False;05/04/2000;
Tsunami INDONESIA SULAWESI;Tsunami;INDONESIA;-1.105;123.573;;04/05/2000;;;location : SULAWESI;False;04/05/2000;
Tsunami AUSTRALIA SOUTH INDIAN OCEAN;Tsunami;AUSTRALIA;-13.802;97.453;;18/06/2000;;;location : SOUTH INDIAN OCEAN;False;18/06/2000;
Tsunami JAPAN KOZU-SHIMA ISLAND, HONSHU;Tsunami;JAPAN;34.221;139.131;;01/07/2000;;;location : KOZU-SHIMA ISLAND, HONSHU;False;01/07/2000;
Tsunami JAPAN HONSHU: S COAST;Tsunami;JAPAN;34.319;139.26;;15/07/2000;;;location : HONSHU: S COAST;False;15/07/2000;
Tsunami PHILIPPINES PHILIPPINE TRENCH;Tsunami;PHILIPPINES;20.253;122.043;;16/07/2000;;;location : PHILIPPINE TRENCH;False;16/07/2000;
Tsunami JAPAN HONSHU: S COAST;Tsunami;JAPAN;33.901;139.376;;30/07/2000;;;location : HONSHU: S COAST;False;30/07/2000;
Tsunami PAPUA NEW GUINEA BISMARCK SEA;Tsunami;PAPUA NEW GUINEA;-4.001;152.327;;16/11/2000;;;location : BISMARCK SEA;False;16/11/2000;
Tsunami EL SALVADOR EL SALVADOR;Tsunami;EL SALVADOR;13.049;-88.66;;13/01/2001;;;location : EL SALVADOR;False;13/01/2001;
Tsunami PERU S. PERU;Tsunami;PERU;-16.265;-73.641;;23/06/2001;;;location : S. PERU;False;23/06/2001;
Tsunami CANADA QUEEN CHARLOTTE ISLANDS;Tsunami;CANADA;52.63;-132.2;;12/10/2001;;;location : QUEEN CHARLOTTE ISLANDS;False;12/10/2001;
Tsunami TAIWAN TAIWAN;Tsunami;TAIWAN;23.954;122.734;;18/12/2001;;;location : TAIWAN;False;18/12/2001;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-17.6;167.856;;02/01/2002;;;location : VANUATU ISLANDS;False;02/01/2002;
Tsunami PHILIPPINES MINDANAO ISLAND, PHILIPPINES;Tsunami;PHILIPPINES;6.033;124.249;;05/03/2002;;;location : MINDANAO ISLAND, PHILIPPINES;False;05/03/2002;
Tsunami JAPAN JAPAN;Tsunami;JAPAN;23.346;124.09;;26/03/2002;;;location : JAPAN;False;26/03/2002;
Tsunami TAIWAN TAIWAN;Tsunami;TAIWAN;24.279;122.179;;31/03/2002;;;location : TAIWAN;False;31/03/2002;
Tsunami MEXICO S. MEXICO;Tsunami;MEXICO;16.985;-100.865;;18/04/2002;;;location : S. MEXICO;False;18/04/2002;
Tsunami PAPUA NEW GUINEA BISMARCK SEA;Tsunami;PAPUA NEW GUINEA;-3.26;142.94;;08/09/2002;;;location : BISMARCK SEA;False;08/09/2002;
Tsunami INDIA ANDAMAN ISLANDS, INDIA;Tsunami;INDIA;13.036;93.068;;13/09/2002;;;location : ANDAMAN ISLANDS, INDIA;False;13/09/2002;
Tsunami INDONESIA IRIAN JAYA;Tsunami;INDONESIA;-1.757;134.297;;10/10/2002;;;location : IRIAN JAYA;False;10/10/2002;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-10.491;160.77;;20/01/2003;;;location : SOLOMON ISLANDS;False;20/01/2003;
Tsunami MEXICO S. MEXICO;Tsunami;MEXICO;18.77;-104.104;;22/01/2003;;;location : S. MEXICO;False;22/01/2003;
Tsunami PHILIPPINES SAMAR SEA;Tsunami;PHILIPPINES;12.168;124.079;;15/02/2003;;;location : SAMAR SEA;False;15/02/2003;
Tsunami ALGERIA N. ALGERIA;Tsunami;ALGERIA;36.964;3.634;;21/05/2003;;;location : N. ALGERIA;False;21/05/2003;
Tsunami ALGERIA ALGIERS;Tsunami;ALGERIA;36.939;3.578;;27/05/2003;;;location : ALGIERS;False;27/05/2003;
Tsunami ANTARCTICA SCOTIA SEA;Tsunami;ANTARCTICA;-60.532;-43.411;;04/08/2003;;;location : SCOTIA SEA;False;04/08/2003;
Tsunami GREECE IONIAN SEA;Tsunami;GREECE;39.16;20.605;;14/08/2003;;;location : IONIAN SEA;False;14/08/2003;
Tsunami NEW ZEALAND SOUTH ISLAND;Tsunami;NEW ZEALAND;-45.104;167.144;;21/08/2003;;;location : SOUTH ISLAND;False;21/08/2003;
Tsunami JAPAN HOKKAIDO ISLAND;Tsunami;JAPAN;41.815;143.91;;25/09/2003;;;location : HOKKAIDO ISLAND;False;25/09/2003;
Tsunami JAPAN E. HONSHU ISLAND;Tsunami;JAPAN;37.812;142.619;;31/10/2003;;;location : E. HONSHU ISLAND;False;31/10/2003;
Tsunami USA RAT ISLANDS, ALEUTIAN ISLANDS, AK;Tsunami;USA;51.146;178.65;;17/11/2003;;;location : RAT ISLANDS, ALEUTIAN ISLANDS, AK;False;17/11/2003;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-22.015;169.766;;27/12/2003;;;location : LOYALTY ISLANDS;False;27/12/2003;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-22.253;169.683;;03/01/2004;;;location : LOYALTY ISLANDS;False;03/01/2004;
Tsunami INDONESIA SERAM ISLAND;Tsunami;INDONESIA;-3.12;127.4;;28/01/2004;;;location : SERAM ISLAND;False;28/01/2004;
Tsunami JORDAN DEAD SEA;Tsunami;JORDAN;31.675;35.551;;11/02/2004;;;location : DEAD SEA;False;11/02/2004;
Tsunami JAPAN SOUTH COAST HONSHU ISLAND;Tsunami;JAPAN;33.07;136.618;;05/09/2004;;;location : SOUTH COAST HONSHU ISLAND;False;05/09/2004;
Tsunami JAPAN SOUTH COAST HONSHU ISLAND;Tsunami;JAPAN;33.184;137.071;;05/09/2004;;;location : SOUTH COAST HONSHU ISLAND;False;05/09/2004;
Tsunami CANADA VANCOUVER ISLAND;Tsunami;CANADA;49.277;-128.772;;02/11/2004;;;location : VANCOUVER ISLAND;False;02/11/2004;
Tsunami INDONESIA KEPULAUAN ALOR;Tsunami;INDONESIA;-8.152;124.868;;11/11/2004;;;location : KEPULAUAN ALOR;False;11/11/2004;
Tsunami GUADELOUPE (FRENCH TERRITORY) BASSE-TERRE, LES SAINTES;Tsunami;GUADELOUPE (FRENCH TERRITORY);15.679;-61.706;;21/11/2004;;;location : BASSE-TERRE, LES SAINTES;False;21/11/2004;
Tsunami NEW ZEALAND PUYSEGUR TRENCH;Tsunami;NEW ZEALAND;-46.676;164.721;;22/11/2004;;;location : PUYSEGUR TRENCH;False;22/11/2004;
Tsunami JAPAN HOKKAIDO ISLAND;Tsunami;JAPAN;43.006;145.119;;28/11/2004;;;location : HOKKAIDO ISLAND;False;28/11/2004;
Tsunami AUSTRALIA MACQUARIE ISLAND;Tsunami;AUSTRALIA;-49.312;161.345;;23/12/2004;;;location : MACQUARIE ISLAND;False;23/12/2004;
Tsunami INDONESIA OFF W. COAST OF SUMATRA;Tsunami;INDONESIA;3.295;95.982;;26/12/2004;;;location : OFF W. COAST OF SUMATRA;False;26/12/2004;
Tsunami JAPAN E. HONSHU ISLAND;Tsunami;JAPAN;34.064;141.491;;19/01/2005;;;location : E. HONSHU ISLAND;False;19/01/2005;
Tsunami GUADELOUPE (FRENCH TERRITORY) DOMINICA PASSAGE;Tsunami;GUADELOUPE (FRENCH TERRITORY);15.775;-61.744;;14/02/2005;;;location : DOMINICA PASSAGE;False;14/02/2005;
Tsunami INDONESIA INDONESIA;Tsunami;INDONESIA;2.085;97.108;;28/03/2005;;;location : INDONESIA;False;28/03/2005;
Tsunami INDONESIA KEPULAUAN MENTAWAI;Tsunami;INDONESIA;-1.644;99.607;;10/04/2005;;;location : KEPULAUAN MENTAWAI;False;10/04/2005;
Tsunami USA N. CALIFORNIA;Tsunami;USA;41.301;-125.97;;15/06/2005;;;location : N. CALIFORNIA;False;15/06/2005;
Tsunami JAPAN E. COAST HONSHU ISLAND;Tsunami;JAPAN;38.276;142.039;;16/08/2005;;;location : E. COAST HONSHU ISLAND;False;16/08/2005;
Tsunami JAPAN E. COAST HONSHU ISLAND;Tsunami;JAPAN;38.107;144.896;;14/11/2005;;;location : E. COAST HONSHU ISLAND;False;14/11/2005;
Tsunami JAPAN S. OF HONSHU ISLAND;Tsunami;JAPAN;31.394;140.131;;01/01/2006;;;location : S. OF HONSHU ISLAND;False;01/01/2006;
Tsunami INDONESIA SERAM ISLAND;Tsunami;INDONESIA;-3.595;127.214;;14/03/2006;;;location : SERAM ISLAND;False;14/03/2006;
Tsunami TONGA TONGA;Tsunami;TONGA;-20.187;-174.123;;03/05/2006;;;location : TONGA;False;03/05/2006;
Tsunami BRAZIL ARQUIPELAGO SAO PEDRO E SAO PAULO;Tsunami;BRAZIL;1.175;-28.065;;05/06/2006;;;location : ARQUIPELAGO SAO PEDRO E SAO PAULO;False;05/06/2006;
Tsunami INDONESIA SOUTH OF JAVA;Tsunami;INDONESIA;-9.284;107.419;;17/07/2006;;;location : SOUTH OF JAVA;False;17/07/2006;
Tsunami SAMOA SAMOA ISLANDS;Tsunami;SAMOA;-16.592;-172.033;;28/09/2006;;;location : SAMOA ISLANDS;False;28/09/2006;
Tsunami USA HAWAII;Tsunami;USA;19.878;-155.935;;15/10/2006;;;location : HAWAII;False;15/10/2006;
Tsunami JAPAN IZU ISLANDS, JAPAN;Tsunami;JAPAN;29.351;140.27;;23/10/2006;;;location : IZU ISLANDS, JAPAN;False;23/10/2006;
Tsunami TAIWAN SOUTH CHINA SEA;Tsunami;TAIWAN;20.656;119.997;;13/11/2006;;;location : SOUTH CHINA SEA;False;13/11/2006;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;46.592;153.266;;15/11/2006;;;location : S. KURIL ISLANDS;False;15/11/2006;
Tsunami TAIWAN TAIWAN;Tsunami;TAIWAN;21.799;120.547;;26/12/2006;;;location : TAIWAN;False;26/12/2006;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;46.243;154.524;;13/01/2007;;;location : S. KURIL ISLANDS;False;13/01/2007;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-20.617;169.357;;25/03/2007;;;location : VANUATU ISLANDS;False;25/03/2007;
Tsunami JAPAN HONSHU: W COAST;Tsunami;JAPAN;37.336;136.588;;25/03/2007;;;location : HONSHU: W COAST;False;25/03/2007;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-8.46;157.044;;01/04/2007;;;location : SOLOMON ISLANDS;False;01/04/2007;
Tsunami CHILE SOUTHERN CHILE;Tsunami;CHILE;-45.285;-72.606;;21/04/2007;;;location : SOUTHERN CHILE;False;21/04/2007;
Tsunami JAPAN HONSHU: W COAST;Tsunami;JAPAN;37.57;138.478;;16/07/2007;;;location : HONSHU: W COAST;False;16/07/2007;
Tsunami RUSSIA TATAR STRAIT;Tsunami;RUSSIA;47.116;141.798;;02/08/2007;;;location : TATAR STRAIT;False;02/08/2007;
Tsunami USA ALEUTIAN ISLANDS, AK;Tsunami;USA;51.307;-179.971;;02/08/2007;;;location : ALEUTIAN ISLANDS, AK;False;02/08/2007;
Tsunami PERU S. PERU;Tsunami;PERU;-13.386;-76.603;;15/08/2007;;;location : S. PERU;False;15/08/2007;
Tsunami SOLOMON ISLANDS SANTA CRUZ ISLANDS;Tsunami;SOLOMON ISLANDS;-11.61;165.762;;02/09/2007;;;location : SANTA CRUZ ISLANDS;False;02/09/2007;
Tsunami INDONESIA SUMATRA;Tsunami;INDONESIA;-4.438;101.367;;12/09/2007;;;location : SUMATRA;False;12/09/2007;
Tsunami NEW ZEALAND AUCKLAND ISLANDS;Tsunami;NEW ZEALAND;-49.418;163.954;;30/09/2007;;;location : AUCKLAND ISLANDS;False;30/09/2007;
Tsunami CHILE NORTHERN CHILE;Tsunami;CHILE;-22.247;-69.89;;14/11/2007;;;location : NORTHERN CHILE;False;14/11/2007;
Tsunami MARTINIQUE (FRENCH TERRITORY) MARTINIQUE;Tsunami;MARTINIQUE (FRENCH TERRITORY);14.944;-61.274;;29/11/2007;;;location : MARTINIQUE;False;29/11/2007;
Tsunami KERMADEC ISLANDS KERMADEC ISLANDS;Tsunami;KERMADEC ISLANDS;-25.996;-177.514;;09/12/2007;;;location : KERMADEC ISLANDS;False;09/12/2007;
Tsunami INDONESIA SUMATRA;Tsunami;INDONESIA;-2.486;99.972;;25/02/2008;;;location : SUMATRA;False;25/02/2008;
